team	season	competition	number	name	position	games_played	goals	assists	points	nationality
Miami Toros	1976	North American Soccer League	17	Nico Bodonczy	F	19	4	2	10	Chile/USA
Miami Toros	1976	North American Soccer League	18	Van Taylor	G	18	0	0	0	USA
Miami Toros	1976	North American Soccer League	19	John Evanson	M	16	1	1	3	England
Miami Toros	1976	North American Soccer League	20	Denny Lee	F	2	0	0	0	USA
Miami Toros	1976	North American Soccer League	 	Warren Archibald	M	3	0	0	0	Trinidad
Miami Toros	1976	North American Soccer League	 	Enrique Cassareto	F	6	0	0	0	Peru
Miami Toros	1976	North American Soccer League	 	David Proctor	F	1	0	0	0	England/Canada
Miami Toros	1976	North American Soccer League	 	Alan Tinsley	M	8	0	0	0	England
Miami Toros	1976	North American Soccer League	 	Oscar Villarruel	M	4	0	0	0	Argentina
Miami Toros	1976	North American Soccer League	 	Ralph Wright	D	15	1	0	2	England
Minnesota Kicks	1976	North American Soccer League	1	Geoff Barnett	G	22	0	1	1	England
Minnesota Kicks	1976	North American Soccer League	1	Mike Kelly	G	1	0	0	0	England
Minnesota Kicks	1976	North American Soccer League	2	Ron Webster	D	20	1	2	4	England
Minnesota Kicks	1976	North American Soccer League	3	Frank Spraggon	D	24	0	4	4	England
Minnesota Kicks	1976	North American Soccer League	4	Peter Brine	M	22	1	5	7	England
Minnesota Kicks	1976	North American Soccer League	5	Steve Litt	D	23	4	2	10	England
Minnesota Kicks	1976	North American Soccer League	6	Alan Merrick	D	24	1	1	3	England
Minnesota Kicks	1976	North American Soccer League	7	Mike Flater	F	16	4	7	15	USA
Minnesota Kicks	1976	North American Soccer League	8	Tom Howe	M	6	0	1	1	USA
Minnesota Kicks	1976	North American Soccer League	9	Alan Willey	F	23	16	7	39	England
Minnesota Kicks	1976	North American Soccer League	10	Alan West	M	22	2	8	12	England
Minnesota Kicks	1976	North American Soccer League	11	Ace Ntsoelengoe	F	22	5	4	14	South Africa
Minnesota Kicks	1976	North American Soccer League	14	Doug Brooks	F	1	0	1	1	USA
Minnesota Kicks	1976	North American Soccer League	12	Peter Short	D	10	1	0	2	England
Minnesota Kicks	1976	North American Soccer League	15	Jeff Solem	D	3	0	0	0	USA
Minnesota Kicks	1976	North American Soccer League	16	Nick Owcharuck	G	2	0	0	0	USA
Minnesota Kicks	1976	North American Soccer League	17	Sam Bick	M	9	0	3	3	USA
Minnesota Kicks	1976	North American Soccer League	18	Ron Futcher	F	20	14	6	34	England
Minnesota Kicks	1976	North American Soccer League	 19	Chaka Ngcobo	F	3	0	0	0	South Africa
Minnesota Kicks	1976	North American Soccer League	21	Ade Coker	F	3	4	2	10	Nigeria
Minnesota Kicks	1976	North American Soccer League	 	Nicholas Goddard	F	1	0	0	0	 
Minnesota Kicks	1977	North American Soccer League	1	Geoff Barnett	G	24	0	0	0	England
Minnesota Kicks	1977	North American Soccer League	2	Paul Futcher	D	 	 	 	0	England
Minnesota Kicks	1977	North American Soccer League	3	Keith Steele	D	3	0	0	0	Trinidad/Canada
Minnesota Kicks	1977	North American Soccer League	3	Paul Price	D	3	0	0	0	England
Minnesota Kicks	1977	North American Soccer League	4	Mike Bailey	M	14	0	2	2	England
Minnesota Kicks	1977	North American Soccer League	5	Steve Litt	D	26	3	3	9	England
Minnesota Kicks	1977	North American Soccer League	6	Alan Merrick	D	26	0	5	5	England
Minnesota Kicks	1977	North American Soccer League	7	Mike Flater	F	12	1	0	2	USA
Minnesota Kicks	1977	North American Soccer League	8	Mark Moran	M	12	0	3	3	USA
Minnesota Kicks	1977	North American Soccer League	9	Alan Willey	F	20	14	1	29	England
Minnesota Kicks	1977	North American Soccer League	10	Alan West	M	23	0	11	11	England
Minnesota Kicks	1977	North American Soccer League	11	Ace Ntsoelengoe	F	21	3	5	11	South Africa
Minnesota Kicks	1977	North American Soccer League	12	Peter Short	D	9	0	0	0	England/USA
Minnesota Kicks	1977	North American Soccer League	14	Greg Villa	F	8	0	0	0	USA
Minnesota Kicks	1977	North American Soccer League	15	Stan Cummins	F	18	2	1	5	England
Minnesota Kicks	1977	North American Soccer League	16	Tino Lettieri	G	4	0	0	0	Italy/Canada
Minnesota Kicks	1977	North American Soccer League	17	Sam Bick	M	14	0	1	1	USA
Minnesota Kicks	1977	North American Soccer League	18	Ron Futcher	F	20	11	4	26	England
Minnesota Kicks	1977	North American Soccer League	19	John Mayer	F	2	0	0	0	Austria/USA
Minnesota Kicks	1977	North American Soccer League	19	Marko Vujkovic	M	9	0	0	0	Yugoslavia
Minnesota Kicks	1977	North American Soccer League	20	Tim Twellman	F	7	0	0	0	USA
Minnesota Kicks	1977	North American Soccer League	21	Ade Coker	F	22	7	3	17	Nigeria
Minnesota Kicks	1977	North American Soccer League	22	George Armstrong	F	 	 	 	0	England
Minnesota Kicks	1977	North American Soccer League	 24	Dave D'Errico	D	21	0	3	3	USA
Minnesota Kicks	1977	North American Soccer League	 	Bruce Twamley	D	4	0	0	0	Canada
Minnesota Kicks	1978	North American Soccer League	1	Geoff Barnett	G	20	0	1	1	England
Minnesota Kicks	1978	North American Soccer League	2	Bruce Twamley	D	10	0	0	0	Canada
Minnesota Kicks	1978	North American Soccer League	3	Paul Price	D	21	2	4	8	England
Minnesota Kicks	1978	North American Soccer League	4	Mike Bailey	M	4	0	0	0	England
Minnesota Kicks	1978	North American Soccer League	5	Steve Litt	D	26	0	2	2	England
Minnesota Kicks	1978	North American Soccer League	6	Alan Merrick	D	26	0	4	4	England
Minnesota Kicks	1978	North American Soccer League	7	Willie Morgan	F	16	2	7	11	Scotland
Minnesota Kicks	1978	North American Soccer League	8	Mark Moran	M	16	2	0	4	USA
Minnesota Kicks	1978	North American Soccer League	9	Alan Willey	F	30	21	3	45	England
Minnesota Kicks	1978	North American Soccer League	10	Alan West	M	15	2	6	10	England
Minnesota Kicks	1978	North American Soccer League	11	Ace Ntsoelengoe	M	29	9	8	26	South Africa
Minnesota Kicks	1978	North American Soccer League	12	Charlie George	F	18	9	8	26	England
Minnesota Kicks	1978	North American Soccer League	14	Greg Villa	F	13	1	0	2	USA
Minnesota Kicks	1978	North American Soccer League	15	Ian Hamilton	F	24	2	13	17	England
Minnesota Kicks	1978	North American Soccer League	16	Tino Lettieri	G	12	0	0	0	Italy/Canada
Minnesota Kicks	1978	North American Soccer League	17	Sam Bick	D	6	0	0	0	USA
Minnesota Kicks	1978	North American Soccer League	18	Ron Futcher	F	16	7	7	21	England
Minnesota Kicks	1978	North American Soccer League	19	Marko Vujkovic	M	1	0	0	0	Yugoslavia
Minnesota Kicks	1978	North American Soccer League	20	Tim Twellman	F	25	1	3	5	USA
Minnesota Kicks	1978	North American Soccer League	21	Ade Coker	F	3	0	1	1	Nigeria
Minnesota Kicks	1978	North American Soccer League	22	Ron Webster	D	7	0	2	2	England
Minnesota Kicks	1978	North American Soccer League	23	Tony Want	D	26	0	0	0	England
Minnesota Kicks	1978	North American Soccer League	24	Alex Rosul	D	5	0	0	0	USA
Minnesota Kicks	1978	North American Soccer League	25	Gary Vogel	D	7	0	0	0	USA
Minnesota Kicks	1978	North American Soccer League	26	Emilio Romero	F	 	 	 	0	USA
Minnesota Kicks	1978	North American Soccer League	27	Roman Stanko	M	 	 	 	0	USA
Minnesota Kicks	1978	North American Soccer League	28	Dirk Denkers	M	 	 	 	0	USA
Minnesota Kicks	1979	North American Soccer League	1	Geoff Barnett	G	1	0	0	0	England
Minnesota Kicks	1979	North American Soccer League	4	Bjorn Nordqvist	D	30	1	3	5	Sweden
Minnesota Kicks	1979	North American Soccer League	5	Steve Litt	D	29	3	4	10	England
Minnesota Kicks	1979	North American Soccer League	6	Alan Merrick	D	27	3	7	13	England
