team	year	number	name	position	games_played	points	minutes	goals	assists	shots	fouls
Tacoma Tide	2008	9	Knapp, Brayton	D/M	8	3	396	1	1	4	2
Tacoma Tide	2008	2	Lee, Mark	D	15		1241				6
Tacoma Tide	2008	20	Macaluso, Beau	F	11	7	581	2	3	6	7
Tacoma Tide	2008	12	Maxwell, Tucker	D/M	14	2	1032		2	3	9
Tacoma Tide	2008	8	Mohn, Stephen	D	10	2	594	1		7	5
Tacoma Tide	2008	19	Mueller, Taylor	D	10		772			1	12
Tacoma Tide	2008	16	Orozco, Ruben	M	15	6	1071	2	2	10	15
Tacoma Tide	2008	22	Phelps, Daniel	M/D	5		109				1
Tacoma Tide	2008	15	Sanchez, Dennis	D/M	11	11	837	4	3	10	12
Tacoma Tide	2008	21	Schomaker, Spencer	F	10	23	850	9	5	32	6
Tacoma Tide	2008	23	Scott, Dan	D	12		963			7	11
Tacoma Tide	2008	6	Tangney, Chase	M/F	12	11	931	5	1	19	6
Tacoma Tide	2008	11	Vickers, Cameron	M	7	4	149	2		2	2
Tacoma Tide	2008	18	Walker, Max	GK	2		20				
Vancouver Whitecaps Residency	2008	32	Bellisomo, Luca		2		180			1	3
Vancouver Whitecaps Residency	2008	33	Clarke, Jeff		1		64				
Vancouver Whitecaps Residency	2008	27	Leslie, Stefan								
Vancouver Whitecaps Residency	2008		Lyall, Geordie								
Vancouver Whitecaps Residency	2008	29	Salihovic, Admir		1		64				
Vancouver Whitecaps Residency	2008	35	Sandhu, Sahil		2		31				1
Vancouver Whitecaps Residency	2008	32	Trafford, Mason		4		309				3
Vancouver Whitecaps Residency	2008	34	Webb, Mason		5		311			6	4
Vancouver Whitecaps Residency	2008	33	Webb, Nick		5		373			3	5
Vancouver Whitecaps Residency	2008	1	Thomas, Simon		13	1	1170		1		
Vancouver Whitecaps Residency	2008	12	Shergill, Harkaram		3		270				
Vancouver Whitecaps Residency	2008	11	Orgill, Dever		7	4	399	2		14	14
Vancouver Whitecaps Residency	2008	9	Edwini-Bonsu, Randy		15	20	1105	9	2	59	15
Vancouver Whitecaps Residency	2008	13	Hyde, William		6		206			1	2
Vancouver Whitecaps Residency	2008	6	Gage, Ethan		16	5	1399	2	1	17	34
Vancouver Whitecaps Residency	2008	7	Porter, Kyle		10	11	829	5	1	23	15
Vancouver Whitecaps Residency	2008	8	Davies, Philippe		13	9	894	3	3	24	20
Vancouver Whitecaps Residency	2008	14	Dosanjh, Gagandeep		15	12	1041	2	8	14	33
Vancouver Whitecaps Residency	2008	2	Smith, Greg		11		558			2	8
Vancouver Whitecaps Residency	2008	4	Straith, Adam		12		1080			12	8
Vancouver Whitecaps Residency	2008	17	Semenets, Alex		13	14	1023	3	8	21	18
Vancouver Whitecaps Residency	2008	18	Russell, Drew		16	4	362	2		11	8
Vancouver Whitecaps Residency	2008	3	Mashinchi, Navid		14	2	1237	1		14	8
Vancouver Whitecaps Residency	2008	15	Rago, Antonio		15	2	1055		2	3	8
Vancouver Whitecaps Residency	2008	16	Johnstone, Marcus		11	11	221	5	1	14	9
Vancouver Whitecaps Residency	2008	10	Gunenc, Devin		10	2	449		2	4	10
Vancouver Whitecaps Residency	2008	5	DiNicolo, Anthony		14		1117			1	6
Yakima Reds	2008	1	Axelrod, Brett M.	GK	3		180				
Yakima Reds	2008	21	Calderon Castro, Victor		12	4	752	2		7	21
Yakima Reds	2008	13	Galvan Velez, Luis	M	14	5	1213	1	3	16	4
Yakima Reds	2008	19	Garcia, Jose	M/F	8	1	183		1	3	7
Yakima Reds	2008	17	Garcia Palominos, Ceveriano (Junior)	F	16	40	1418	15	10	44	27
Yakima Reds	2008	6	Hacker, Joshua	D	15		1350			1	4
Yakima Reds	2008	23	Hernandez, German (avi)	M	14	3	869	1	1	10	14
Yakima Reds	2008	5	Lopez, Jorge	D	14	1	1151		1	6	20
Yakima Reds	2008	10	Lopez Medina, Humberto	M	12	1	882		1	10	5
Yakima Reds	2008	12	Lopez-Ayala, Angel	F	4		29			1	1
Yakima Reds	2008	2	Malmstrom, Nicholas	D	16	2	1037	1		8	8
Yakima Reds	2008	1	McCurdy, Robert	GK	15		1260				
Yakima Reds	2008	22	Merrell, Justin		3		22			1	
Yakima Reds	2008		Mobley, Andrew								
Yakima Reds	2008	14	Neal, Bryan		2		72			1	2
Yakima Reds	2008	8	O'Brien, Andrew	D	15	2	1072	1		4	10
Yakima Reds	2008	22	Rivera, Jose	D	3	1	64		1		1
Yakima Reds	2008	14	Robles-Jimenez, Santiago	M							
Yakima Reds	2008	7	Rojas, Alonso	M	12	7	497	3	1	7	11
Yakima Reds	2008	20	Sagare, Jacob (Jake)	F	11	10	964	4	2	22	12
Yakima Reds	2008	18	Saucedo, Daniel	D	1		30				1
Yakima Reds	2008	3	Stevenson, Dennis		5		158				4
Yakima Reds	2008	11	Valencia, Alvaro (Al)	D	15	2	1162	1		4	11
Yakima Reds	2008	9	Vega, Hector (Jr)	M	6		74			1	1
Yakima Reds	2008	4	Viveros Duenas, Juan	D	16	2	1369		2	13	14
BYU Cougars	2008	15	Bauer, Colby		1		17				1
BYU Cougars	2008	3	Bindrup, Richard		15	3	1315	1	1	10	20
BYU Cougars	2008	0	Black, Bryan	GK	6		409				
BYU Cougars	2008	12	Burton, William (Will)				16				1
BYU Cougars	2008	14	Christenson, Clay		15		1142			3	5
BYU Cougars	2008	12	Christiansen, Tyler		1		45				2
BYU Cougars	2008	11	Cushman, Jordan		14	2	601	1		10	13
BYU Cougars	2008	9	De Francis, Zachary		15	16	1224	8		30	21
BYU Cougars	2008	22	Fellows, Steven		15	4	839	1	2	17	5
BYU Cougars	2008		Folster, Easton	GK							
BYU Cougars	2008	4	Gabbart, Aaron		5	4	220	2		8	4
BYU Cougars	2008	1	Gilliam, Brandon		11		896				
BYU Cougars	2008	8	Gilliam, Sean Morgan		15	2	1159	1		12	14
BYU Cougars	2008	2	Graham, Curtis		15	2	808	1		4	3
BYU Cougars	2008	4	Green, Jace		1		46			3	3
BYU Cougars	2008	17	Heaton, Scott	M	7	4	92	2		4	1
BYU Cougars	2008	13	Jensen, Brent		14		767			11	12
BYU Cougars	2008	16	Junca, Jonathan	M	10		543			2	3
BYU Cougars	2008	19	Losee, Garrett	M	13	2	788		2	13	10
BYU Cougars	2008	22	Magleby, Steve		11		623			5	6
BYU Cougars	2008	7	McKinley, Daniel		4		143				2
BYU Cougars	2008	23	Moreno, Michael	M	9	3	131	1	1	2	2
BYU Cougars	2008	10	Osborne, Britton		13	6	1122	2	2	16	14
BYU Cougars	2008	0	Shepherd, Quin	GK	1		45				
BYU Cougars	2008	15	Taylor, Derek	F	6		242			5	2
BYU Cougars	2008	5	Turnbull, Daniel	D	1		10				1
BYU Cougars	2008	6	Van Wagenen, Andrew (Isaac)		15		1150			1	16
BYU Cougars	2008	24	Whitworth, KC		9		565			5	5
Ogden Outlaws	2008	22	Bernier, Alexander	D	2		95				1
Ogden Outlaws	2008	2	Broadhead, Jonny	D	16	1	1233		1	3	8
Ogden Outlaws	2008	13	Broadhead, Matt	M	15	6	1285	1	4	9	13
Ogden Outlaws	2008	0	Chesler, Michael	GK	12		1080				
Ogden Outlaws	2008	23	Christensen, Kyle	F/M	9	11	803	4	3	34	9
Ogden Outlaws	2008	7	Cornia, Andrew	F/M	12	9	549	4	1	7	14
Ogden Outlaws	2008	18	Garay, Rene Francisco	M	1		1				
Ogden Outlaws	2008	16	Gilliland, Colter	D/M	1		2				
Ogden Outlaws	2008	15	Guerrero, Adrian	M	5	1	104		1		
Ogden Outlaws	2008	8	Hickman, Joseph	M	14	2	1014	1		5	30
Ogden Outlaws	2008	6	Hickman Jr., Michael	D	10		681				7
Ogden Outlaws	2008	19	Jaramillo, James J	M/D	14		1024			13	21
Ogden Outlaws	2008	5	King, Kody	M	14		1027			2	7
Ogden Outlaws	2008	10	Kupfer, Jesse Tyson	M	10	5	667	2	1	8	10
Ogden Outlaws	2008	18	Malmquist, Max	M/F	12	1	727		1	8	5
Ogden Outlaws	2008	4	McCluskey, Russell	D	15		1350			1	14
Ogden Outlaws	2008	17	Morris, Andrew	F/M							
Ogden Outlaws	2008	20	Ntambe-Kalala, Fabrice	D	5		93				4
Ogden Outlaws	2008	12	Okito, Gabriel (Gabby)	M	11	4	738	2		16	19
Ogden Outlaws	2008	14	Parry, Clayson	D/M	4		155			3	1
Ogden Outlaws	2008	21	Powell, Kenan	D	14	5	694	2	1	11	9
Ogden Outlaws	2008	1	Rogers, Jeff	GK/D	4		360				
Ogden Outlaws	2008	22	Stewart-Franzen, Flynn	D	10	2	900	1		3	10
Ogden Outlaws	2008	17	Summers, Ethan	M	9	1	761		1	2	4
Ogden Outlaws	2008	16	Ulanch, Ryan	D/M	3		219			2	4
Ogden Outlaws	2008	14	VanWagenen, Zach	D	9		158				2
Ogden Outlaws	2008	11	Gehring, Tysen	D	1		17				
Abbotsford Mariners	2008	10	Aziz, Mohammad (Mo)	M/D	12		886			4	20
Abbotsford Mariners	2008	0	Baldock, Tyler	GK	13		1170				
Abbotsford Mariners	2008	24	Campbell, Brendan	M/D	4	1	77		1	3	
Abbotsford Mariners	2008	17	Claibounre-Collins, Ethan (Liz)	D/F	12	6	689	2	2	10	12
Abbotsford Mariners	2008	21	Cordick, Justin		16	14	1230	5	4	17	14
Abbotsford Mariners	2008	19	Fadden, Robert		13	3	990	1	1	15	17
Abbotsford Mariners	2008	6	Francisty, Milan		7		534			8	9
Abbotsford Mariners	2008	3	Giebelhaus, James (Giggs)		16		1365				8
Abbotsford Mariners	2008	4	Gill, Jason (Gilly)		16		1403			3	11
Abbotsford Mariners	2008	1	Johannson, Kristjan		3		270				
Abbotsford Mariners	2008	18	Jones, Israel (Izzy)		9	3	606	1	1	4	14
Abbotsford Mariners	2008	9	Kekec, Adrian		4	11	360	5	1	16	9
Abbotsford Mariners	2008	13	Kelly, Patrick	M	4		566			4	20
Abbotsford Mariners	2008	2	Lang, Adam (Langy)	D	13	2	1098		2	1	7
Abbotsford Mariners	2008	16	Langelaar, Jordan	D	5	2	197	1		2	3
Abbotsford Mariners	2008	5	Peetoom, Brad	D	10		825			3	9
Abbotsford Mariners	2008	12	Riehl, Mike	M/F	3		225				6
Abbotsford Mariners	2008	11	Schmidt, Spencer		15	16	1254	7	2	31	11
Abbotsford Mariners	2008	8	Severn, James	F/M	10	2	305	1		2	4
Abbotsford Mariners	2008	20	Sim, Cory	M/F	7	1	124		1	2	2
Abbotsford Mariners	2008	23	Vanderhoek, David		9	4	317	2		6	2
Abbotsford Mariners	2008	22	Vitic, Goran		14	3	1001	1	1	4	9
Abbotsford Mariners	2008	13	Volkenant, Brayden	M	1		90			2	1
Abbotsford Mariners	2008	7	Wilson, Cameron (Willow)		2		93			2	3
Cascade Surge	2008	6	Anderas, Charles (Chuck)		1		3				
Cascade Surge	2008	4	Andre, Chris J.		16	9	1310	3	3	8	22
Cascade Surge	2008	0	Bentley, Brett		7		554				
Cascade Surge	2008	28	Bloudek, David		8	1	194		1	2	6
Cascade Surge	2008	7	Bratcher, John Paul (JP)		15		1030			1	17
Cascade Surge	2008	18	Delamarter, Davis		4		311			5	5
Cascade Surge	2008	1	Eguren, David		2		180				
Cascade Surge	2008	8	Gherghescu, Alwin		4		190			3	3
Cascade Surge	2008	5	Herring, Kaleb		2		35				
Cascade Surge	2008	10	Hoskins, Justin D.		16		1409				13
Cascade Surge	2008	5	Juarez, Marco		7		316				4
Cascade Surge	2008	28	Karczeski, Fernando H		1		47				1
Cascade Surge	2008	9	Louvier, Caleb		15	8	1229	3	2	10	21
Cascade Surge	2008	17	McFayden, Kendell		15	7	708	3	1	17	9
Cascade Surge	2008	24	Meland, Eric		3		89			1	
Cascade Surge	2008	25	Meland, Marc		4		77				
Cascade Surge	2008	16	Milroy, Thomas I.		15		1335				10
Cascade Surge	2008	26	Ogbeide, Eugene O		2		25				1
Cascade Surge	2008	15	Ostergren, Stefan		14	12	1212	5	2	22	16
Cascade Surge	2008	12	Patrick, Arron		15	3	1330	1	1	10	17
Cascade Surge	2008	14	Paye, Lawrence		7		279			2	2
Cascade Surge	2008	29	Rivas, Rigoberto (Rigo)		3		50				2
Cascade Surge	2008	29	Ryan, Thomas		2		124				1
Cascade Surge	2008	19	Smith, Zachary		11		523			1	12
Cascade Surge	2008	27	Starr, Timmothy		12	3	512	1	1	1	3
Cascade Surge	2008	20	Thomas, Ben		15	4	1025	1	2	11	3
Cascade Surge	2008	22	Wilkins, Jonathan W		8		706				
Cascade Surge	2008	11	Woodward, Justin M		13		1082			1	15
Spokane Spiders	2008	23	Anderson, Daniel K		6	2	229	1		14	1
Spokane Spiders	2008	17	Baranski, Conor		3	2	225		2	4	3
Spokane Spiders	2008	4	Barclay, Nick		9		810			6	15
Spokane Spiders	2008	0	Barnum, Scott		11		990				
Spokane Spiders	2008	22	Crossingham, Adam		5	1	263		1	3	2
Spokane Spiders	2008	25	Davidson, Scott J		12	8	1019	2	4	11	31
Spokane Spiders	2008	20	Dezellem, Dain		8		384			1	3
Spokane Spiders	2008	2	Doggett, Rawley		3		225			1	
Spokane Spiders	2008	11	Emory, Logan		6		384			2	5
Spokane Spiders	2008	19	Falco, Tyler		6		463			1	4
Spokane Spiders	2008	21	Friesen, Matt		10	5	834	2	1	20	5
Spokane Spiders	2008	13	Funkhouser, Ben		10	5	781	2	1	19	7
Spokane Spiders	2008	5	Funkhouser, Nick		5		102				1
Spokane Spiders	2008	9	Grider, Justin	M	12		868			10	15
Spokane Spiders	2008	6	Jackson, Konner		6		116				2
Spokane Spiders	2008	26	Jette, Travis		8		432				2
Spokane Spiders	2008	20	Kruegar, Jake		4		137			1	
Spokane Spiders	2008	1	Linafelter, Justin		9		419				4
Spokane Spiders	2008	10	Lundberg, Grant		3	3	190	1	1	1	2
Spokane Spiders	2008	15	McMurdie, Brian		7		464				4
Spokane Spiders	2008	16	Miller, Matt		5	3	374	1	1		1
Spokane Spiders	2008		Moug, Jake								
Spokane Spiders	2008	17	Muravez, Tim		1		88				
Spokane Spiders	2008	18	Perdido, Tye		8	1	577		1	14	5
Spokane Spiders	2008	8	Peterson, Pete		11	4	976	1	2	2	16
Spokane Spiders	2008	2	Philp, Dan		15	2	1239	1		7	19
Spokane Spiders	2008	1	Pilcher, Dustin		2		119				
Spokane Spiders	2008	14	Prugh, Edward		3	4	122	2		5	
Spokane Spiders	2008	16	Prugh, John		9	4	672	2		11	5
Spokane Spiders	2008	7	Realing, Keith		8	2	557	1		1	15
Spokane Spiders	2008	3	Seon, Christian		7		630				8
Spokane Spiders	2008	19	Thompson, Chad		1		4				
Spokane Spiders	2008	14	Vela, Jay		8	7	711	3	1	16	14
San Fernando Valley Quakes	2008	13	Abraham, Harry		1		14			1	
San Fernando Valley Quakes	2008	3	Agwa, Ferguson		13	7	1066	3	1	12	11
San Fernando Valley Quakes	2008	17	Alvarado, Austin		2		18				
San Fernando Valley Quakes	2008	6	Ault, Josh		2		26			2	
San Fernando Valley Quakes	2008	9	Barrera, Diego		13	12	993	4	4	12	10
San Fernando Valley Quakes	2008		Benditson, Benjamin								
San Fernando Valley Quakes	2008	8	Borak, Chad		12	4	1072	2		8	10
San Fernando Valley Quakes	2008	19	Bravo, Jhonatan Jose		5	2	171	1		1	1
San Fernando Valley Quakes	2008	4	Canel, Taylor		15		1276			7	18
San Fernando Valley Quakes	2008	25	Carlson, Stephen		5	1	378		1	1	2
San Fernando Valley Quakes	2008	2	Crompton, Joel D.		2	2	45	1		1	1
San Fernando Valley Quakes	2008	24	Dagan, Kyle		1		66				
San Fernando Valley Quakes	2008	11	Davis, Mathew		8	5	545	2	1	4	4
San Fernando Valley Quakes	2008	21	Deldo, Devin		14	18	929	8	2	27	12
San Fernando Valley Quakes	2008	17	Esquivel, Jose R		16		816			2	8
San Fernando Valley Quakes	2008	13	Gomez, Jose (Trini)		3		150				
San Fernando Valley Quakes	2008	9	Griffin, Maxwell		7		154			4	1
San Fernando Valley Quakes	2008	18	Guppy, Kevin		15		1350				3
San Fernando Valley Quakes	2008	3	Hunter, Aaron D		3	2	99	1		1	1
San Fernando Valley Quakes	2008	14	Kim, Sung-Hyun		15	11	1140	3	5	12	6
San Fernando Valley Quakes	2008	18	Lafaurie, Radames (Rod)	GK	2		93				
San Fernando Valley Quakes	2008	23	Leopoldo, Jason		6	5	370	1	3	6	2
San Fernando Valley Quakes	2008	13	Maloney, Garrett P.		2		65				
San Fernando Valley Quakes	2008		Nakazawa, Kyle								
San Fernando Valley Quakes	2008		O'Connnor, Sean								
San Fernando Valley Quakes	2008	2	Ortiz, Danny		3		186			2	1
San Fernando Valley Quakes	2008		Ospina, Edson								
San Fernando Valley Quakes	2008	6	Pate, Robert		16	2	1306	1		5	21
San Fernando Valley Quakes	2008	20	Quijano, Jeffrey		1		90				
San Fernando Valley Quakes	2008		Rickards, Patrick								
San Fernando Valley Quakes	2008	3	Rusin, Brad		10	2	855	1		3	8
San Fernando Valley Quakes	2008	15	Shaw, Ryan		16	6	1094	2	2	27	5
San Fernando Valley Quakes	2008	12	Sims, Willie		1		75			2	2
San Fernando Valley Quakes	2008	5	Szabo, Justin		2		26				2
San Fernando Valley Quakes	2008	26	Tracy, Matthew		14	4	1254	2		6	9
San Fernando Valley Quakes	2008	10	Walker, Zachary		3		115				1
San Fernando Valley Quakes	2008		Zerah, Jonathan								
Fresno Fuego	2008	19	Alvarado, Adrian	F/M	15	9	1153	3	3	20	10
Fresno Fuego	2008	13	Arteaga, Adan	D	14		994			4	12
Fresno Fuego	2008	14	Blanco, Nehemias	M	3		144			1	1
Fresno Fuego	2008	3	Cabello, Marcus	D	6		439			1	2
Fresno Fuego	2008	4	Calvo, Jaime	D/M	12		1080				9
Fresno Fuego	2008	9	Campos, Pablo	F	10	30	891	14	2	27	12
Fresno Fuego	2008	20	Casagrande, Nick								
Fresno Fuego	2008	26	Cave, Brandon	GK	6		299				
Fresno Fuego	2008	2	Cignetti, Gaston	D/M	4		161			1	1
Fresno Fuego	2008	10	Codeceira Lopes, Fabricio	M	16	23	1392	5	13	18	14
Fresno Fuego	2008	16	Delgadillo Servin, Jose Luis	D	12		766			1	6
Fresno Fuego	2008	15	Feld, Andrew	F/M	8	2	348	1		5	
Fresno Fuego	2008	6	Ferrari, Fernando	D/M	9	2	794		2	4	3
Fresno Fuego	2008	8	Gleason, Drew	M	10		396			1	
Fresno Fuego	2008	22	Grieco, Shawn (Squid)	M/F	9		189			2	
Fresno Fuego	2008	21	Grousis, Devon Dimitri	D/F	11		358				3
Fresno Fuego	2008	25	Harvey, Demetrius	M/F	3		54				1
Fresno Fuego	2008	17	Hill, Cameron	M	8	1	427		1	4	3
Fresno Fuego	2008	16	Jalomo, Guillermo		3		156				1
Fresno Fuego	2008	1	Kenny, Ryan	GK	14		1184				2
Fresno Fuego	2008	12	Nunes, Amaury	F/M	8	18	640	8	2	18	7
Fresno Fuego	2008	18	Ochoa, Emmanuel	M/D	4		56				
Fresno Fuego	2008	5	Ramirez, Orlando	M	15	9	1333	4	1	16	6
Fresno Fuego	2008	23	Rivera, Raul	D	15		1350			4	6
Fresno Fuego	2008	7	Rodriguez, Robert	M	13	4	597	1	2	7	6
Fresno Fuego	2008	27	Sahagun, Miguel	GK	1		2				
Fresno Fuego	2008	11	Santiago, Jesus Chewy	M/F	8	4	395	2		2	3
Fresno Fuego	2008	20	Sifuentes, Stephen	M/D	4	1	258		1	1	3
Fresno Fuego	2008	25	Taylor, Joe		1		9			1	
Fresno Fuego	2008	24	Vasquez, Justin	D	5		43				1
Ventura County Fusion	2008	7	Adzemian, Gurgen								
Ventura County Fusion	2008	22	Aghasyan, Artur		13	7	756	3	1	22	7
Ventura County Fusion	2008	6	Alcaraz, Ricardo		12		783			5	5
Ventura County Fusion	2008	16	Alexandre, Jean		4		188			10	5
Ventura County Fusion	2008	17	Alvarez, Julian		12	3	499	1	1	8	6
Ventura County Fusion	2008	21	Ambriz, Jaime		9		446			4	9
Ventura County Fusion	2008	26	Barna, Dillon M		15		1244			1	24
Ventura County Fusion	2008	3	Barrera, Daniel		5	2	381	1		9	2
Ventura County Fusion	2008	5	Buppert, Joe		14		1231			2	19
Ventura County Fusion	2008	20	Byrne, Bryan		10	4	675	1	2	13	16
Ventura County Fusion	2008		Chavez, Gabriel								
Ventura County Fusion	2008	10	Chirishian, Hagop		13	8	606	4		17	9
Ventura County Fusion	2008	12	De Paula, Henrique								
Ventura County Fusion	2008	14	Farfan, Gabriel		8		303			5	9
Ventura County Fusion	2008	19	Farfan, Michael		11	4	596	2		19	18
Ventura County Fusion	2008	24	Folk, Gregory		9		743			1	3
Ventura County Fusion	2008	20	Frank, Logan T		14		1260				
Ventura County Fusion	2008	30	Garcia, Sergio		4		100			4	
Ventura County Fusion	2008		Gomez, Moises (Moi)								
Ventura County Fusion	2008	28	Guerrero, Armando		4		308			1	5
Ventura County Fusion	2008	13	Hill, Bryan		2		180				
Ventura County Fusion	2008		Jones, Brian								
Ventura County Fusion	2008	8	Lopez Alvarez, Rodrigo		12	10	891	3	4	35	12
Ventura County Fusion	2008		McLain, Patrick								
Ventura County Fusion	2008	23	Meyer, Jeffrey		4	3	205	1	1	7	2
Ventura County Fusion	2008	15	Mitrovitch, Guilherme		6		380				8
Ventura County Fusion	2008	11	Motagalvan, Felix		13	2	1101	1		6	14
Ventura County Fusion	2008	4	Peterlin, Anton		16	5	1346	2	1	7	25
Ventura County Fusion	2008	2	Ramirez, Emigdio		1		5				
Ventura County Fusion	2008	25	Riley, Dylan A		4		126				2
Ventura County Fusion	2008	9	Stevens, Lee		13	4	890	2		11	13
Ventura County Fusion	2008	29	Wilson, Randy		3		200			1	1
San Francisco Seals	2008	12	Aigbogun, Paul (abula)		1	1					
San Francisco Seals	2008	4	Balugon, Michael (Mullilgan)	M/F	13	698				4	4
San Francisco Seals	2008	2	Barry, Tyler	D	10	841				2	3
San Francisco Seals	2008	16	Baugh, Josh (Country)	M/D	1	54					
San Francisco Seals	2008	3	Berhane, Araia	D							
San Francisco Seals	2008		Brooks, Desmond								
San Francisco Seals	2008	24	Burgos, Efrain (kid)	M/F	11	680	4	1	9	32	4
San Francisco Seals	2008	11	Camacho, Francisco (Panchito)	M	7	370				2	2
San Francisco Seals	2008	18	Carr, Doug (Sonoma)	D	16	1307					8
San Francisco Seals	2008		Colan Arguedas, John (Diablo)								
San Francisco Seals	2008	6	Conklin, Ian (Diablo)	M		71				1	2
San Francisco Seals	2008	27	Conner, Eric (Hangman)		11	990					
San Francisco Seals	2008	12	Cordova, Stephen (Stevie Wonderfu)	F	11	404	2	1	5	7	6
San Francisco Seals	2008	19	Cortez, Victor		5	258					1
San Francisco Seals	2008	14	Cosgriff, Jeffrey		4	219				2	2
San Francisco Seals	2008	6	Deal, Chris	F/M	5	97				1	1
San Francisco Seals	2008	8	Demitrius, Omphroy	M/F	10	530		1	1	9	10
San Francisco Seals	2008	10	Diaz, Jose Carlos (Carlito)	F	4	167	1	1	3	1	1
San Francisco Seals	2008	8	Dieng, El Hadji (Steel)		3	47					
San Francisco Seals	2008	22	Duru, Richard (Smiles)	M	3	62					
San Francisco Seals	2008	2	Grillo, Anthony (El Tigre)		3	119				3	
San Francisco Seals	2008	19	Halvorsen, Richard (Halvey)	D	13	1167				3	11
San Francisco Seals	2008	25	Heldreth, Corey (Spanky)	D		90					2
San Francisco Seals	2008	17	Henderson, Jesse (Six Gun)	M	5	338					5
San Francisco Seals	2008	16	Irwin, Niall (El Fuego)	M/D	2	64		1	1		2
San Francisco Seals	2008	18	Kim, Justin (Bonzai)	M	6	345		1	1	1	9
San Francisco Seals	2008	15	Lafon, Eric	M	12	778				6	13
San Francisco Seals	2008	24	Leon, Josh	D	11	767		1	1	2	4
San Francisco Seals	2008	14	Lovell, Peter	F/M	7	596	6	1	13	20	14
San Francisco Seals	2008	16	Masaniai, Rawlston (Rawley)	M/D	8	533					3
San Francisco Seals	2008	14	Milojevich, Jovan	F/M	2	76					
San Francisco Seals	2008		Montanez, Luis (Porteroso)								
San Francisco Seals	2008	6	Mujica-Saldana, Jean Pierre	D	2	151					
San Francisco Seals	2008	17	Romagnolo, Alex	D	2	106					1
San Francisco Seals	2008	2	Russell, Jeff (Fej)		4	73					1
San Francisco Seals	2008	17	Samy, Yousef	D	13	1133				1	8
San Francisco Seals	2008	31	Saunders, Duane		1	184				1	4
San Francisco Seals	2008	9	Simpson, Shani (The Man)	M/D	7	113				1	1
San Francisco Seals	2008		Strickland, Mike	M							
San Francisco Seals	2008	28	Sweeney, Lewis (Shutout)	GK/F	1	180					
San Francisco Seals	2008	13	Whelan, Shea (MacFly)	D/M	10	749				1	1
San Francisco Seals	2008	23	Wilson, Kellan (Flash)	F	12	801	6	1	13	15	8
San Francisco Seals	2008	4	Woolfolk, Corey (E.P.A.)		5	268		1	1	5	1
San Jose Frogs	2008	8	Arrua, Mariano Y.		9	603	1		2	1	3
San Jose Frogs	2008	19	Avalos, Anthony		3	136					2
San Jose Frogs	2008	38	Ayala-Hill, Javier		6	465	2	1	5	5	3
San Jose Frogs	2008	12	Ayllon, Dannylo		3	84					
San Jose Frogs	2008	14	Beitashour, Steven		2	34					
San Jose Frogs	2008	9	Carrijo, Savio		12	960	3	1	7	8	11
San Jose Frogs	2008	2	Clemens, Stefan K.		15	1291	1	1	3	3	1
San Jose Frogs	2008	13	DeGrasse, Tim E		2	112					
San Jose Frogs	2008	11	Diaz Calderon, Nelson		9	579	3	1	7	5	4
San Jose Frogs	2008	21	Dorrego, Richardo		8	414	1			4	1
San Jose Frogs	2008	20	Espinoza, Eric		7	307	1		2	1	4
San Jose Frogs	2008	23	Finlay, Ignacio (Nacho)		7	417					2
San Jose Frogs	2008	6	Frank, David		12	1080	1	2	4	5	1
San Jose Frogs	2008	18	Frei, Stefan		4	360					
San Jose Frogs	2008	10	Gonzalez, Juan (Johnny)		13	407	1	1	3	6	1
San Jose Frogs	2008		Hutton, Travis R								
San Jose Frogs	2008		Ibarra, Ismael								
San Jose Frogs	2008	34	Kaar, Sylvester								
San Jose Frogs	2008	7	Kaveny, Kyle		5	444	2		4	3	5
San Jose Frogs	2008	35	Kerchgani, Imaan M		8	476		2		4	2
San Jose Frogs	2008	26	Lawler, Michael T.		6	176				2	5
San Jose Frogs	2008		Madu, Kachiside								
San Jose Frogs	2008	7	Martinez, Richard		3	200					
San Jose Frogs	2008	20	Meloty-Kapella, Pierre C		1	6					
San Jose Frogs	2008		Morales, Matt								
San Jose Frogs	2008	25	Munoz, Jose		14	887	2		4	7	8
San Jose Frogs	2008	5	Oka, Dan		11	835	1	1	3	2	4
San Jose Frogs	2008		Osorio, Pedro M								
San Jose Frogs	2008	15	Parra Echaury, Omar		11	469					2
San Jose Frogs	2008	29	Perego, Aaron L		2	122					
San Jose Frogs	2008	30	Periman, Brian								
San Jose Frogs	2008	33	Sassano, Evan M		7	528		1	1		
San Jose Frogs	2008	14	Soto Ochoa, Diego		1	19					
San Jose Frogs	2008	4	Sousa Freitas, Hugo		14	1260	1		2	6	6
