        name	team	position	games_played	minutes	goals	assists	shots	fouls_committed	year
Lampert, Joseph	Boulder Rapids Reserves	D	18	1616	3		17	18	2003
Lowder, Justin	Boulder Rapids Reserves		4	321			0	6	2003
McCausland, Matthew	Boulder Rapids Reserves	M	5	155			0	0	2003
Merritt, Tim	Boulder Rapids Reserves	M	16	1400			6	14	2003
Moss, Brandon	Boulder Rapids Reserves	D	3	264			0	2	2003
Robles, Luis	Boulder Rapids Reserves	GK	14	1293			0	0	2003
Ryan, Marcus	Boulder Rapids Reserves	M					0	0	2003
Salazar, Alejandro	Boulder Rapids Reserves	F	4	316	2		6	4	2003
Smith, Jarrod	Boulder Rapids Reserves	F	14	1033	9	1	29	24	2003
Stevens, Benjamin	Boulder Rapids Reserves		3	21			0	0	2003
Thompson, Abe	Boulder Rapids Reserves		4	223	1	1	14	1	2003
Thompson, Jason	Boulder Rapids Reserves	M	4	240	1		7	9	2003
Wagenfuhr, David	Boulder Rapids Reserves	M	14	1044	2	2	23	18	2003
Wellen, Mark	Boulder Rapids Reserves	M	11	837			0	7	2003
Wilson, Kevin	Boulder Rapids Reserves	D	9	761			1	9	2003
Alberts, Jay	St. Louis Strikers	F	8	470	1		6	7	2003
Bayne, Lethon	St. Louis Strikers	D	7	614	1	1	2	5	2003
Bujarski, Stephen	St. Louis Strikers	M	5	256	1		6	4	2003
Caution, Matthew	St. Louis Strikers	M	2	140	1	2	4	2	2003
Costello, Ken	St. Louis Strikers	D	2	180			0	4	2003
DiMaria, Jeffrey	St. Louis Strikers		5	469		2	4	6	2003
Ernst, Chance	St. Louis Strikers		6	505			2	6	2003
Evers, Matthew	St. Louis Strikers	GK	6	380	1		1	1	2003
Fusz, Peter	St. Louis Strikers	M	1	20			0	0	2003
Guffey, Daniel	St. Louis Strikers	D	6	330			3	1	2003
Hoff, Matthew	St. Louis Strikers	F	7	470	1	1	12	6	2003
Hopson, Kyle	St. Louis Strikers	M	15	1063	6	4	14	11	2003
Ibisevic, Vedad	St. Louis Strikers	F	4	374	1	3	16	10	2003
Kafedzic, Elvir	St. Louis Strikers	F	6	397	4	1	12	4	2003
Kirchoff, Michael	St. Louis Strikers	M	12	1063	1		3	8	2003
Kreamalmeyer, Luke	St. Louis Strikers		7	550	3	1	8	5	2003
Lamping, John	St. Louis Strikers	D	15	1244		1	0	9	2003
Matteson, Alex	St. Louis Strikers	F	6	509	1		2	7	2003
McKee, Cooper	St. Louis Strikers	M	5	328		1	1	7	2003
Pancio, Andrew	St. Louis Strikers		6	442		1	1	2	2003
Pollard, Nicholas	St. Louis Strikers		11	1024			1	7	2003
Pusateri, Andrew	St. Louis Strikers	M	6	535		1	1	4	2003
Quattrocchi, Ian	St. Louis Strikers	F	16	1272	8	2	30	18	2003
Quigley, Kevin	St. Louis Strikers	F	9	576	3	3	14	9	2003
Rique, Addae	St. Louis Strikers	M	4	351			3	5	2003
Robinson, Colin	St. Louis Strikers						0	0	2003
Sa Freire, Thiago	St. Louis Strikers	M	1	45			1	0	2003
Santel, Mark	St. Louis Strikers						0	0	2003
Schreck, Joshua	St. Louis Strikers	GK	15	1367			0	1	2003
Spiess, Casey	St. Louis Strikers	M	1	45			0	1	2003
Stremlau, John	St. Louis Strikers		1	29			0	0	2003
Thibodeau, Kevin	St. Louis Strikers	M	11	686			1	12	2003
Ward, James	St. Louis Strikers		6	247		1	1	1	2003
Zarzecki, Lee	St. Louis Strikers		10	889	2	2	12	14	2003
Avren, Matthew	Raleigh CASL Elite		14	1001			9	9	2003
Baltz, Richard	Raleigh CASL Elite	GK	6	252			1	1	2003
Branch, Justin	Raleigh CASL Elite	D	18	1057	2	2	18	13	2003
Brown, Matt	Raleigh CASL Elite	GK					0	0	2003
Buehler, David	Raleigh CASL Elite	D	17	1552	3	2	15	21	2003
Catlett, Chris	Raleigh CASL Elite	D	4	159			1	0	2003
Currey, Adam	Raleigh CASL Elite	M	8	461			4		2003
Deter, Ryan	Raleigh CASL Elite		6	234	2		6	0	2003
Fortier, Michael	Raleigh CASL Elite	D					0	0	2003
Fragakis, Michael	Raleigh CASL Elite	D	10	940			0	17	2003
Fumo, Raymond	Raleigh CASL Elite	M	8	518	1		9	4	2003
Hollinger, Stephen	Raleigh CASL Elite	D	11	951		1	1	6	2003
Hughes, Justin S.	Raleigh CASL Elite		3	270			0	0	2003
Izzo, John	Raleigh CASL Elite	M	17	1407	4	3	27	55	2003
Maxwell, Benjamin	Raleigh CASL Elite		5	108			0	2	2003
Moore, Matthew	Raleigh CASL Elite	M	4	75			0	0	2003
Nicholson, Keith	Raleigh CASL Elite		1	19			1	0	2003
Norbet, Chris	Raleigh CASL Elite	F	17	1366	7		45	10	2003
Odgers, Edward	Raleigh CASL Elite	M	11	759			7	10	2003
O'Neil, Bryan	Raleigh CASL Elite	D					0	0	2003
Perfect, Chase	Raleigh CASL Elite	M	9	311	1		2	1	2003
Porter, Grant	Raleigh CASL Elite		7	539			2	11	2003
Sartorio, David	Raleigh CASL Elite						0	0	2003
Schwartzenberger, Gregory	Raleigh CASL Elite	D	14	972			11	9	2003
Shaughness, Mike	Raleigh CASL Elite	GK					0	0	2003
Simms, Clyde	Raleigh CASL Elite	M	17	1327	2	1	33	8	2003
Smith, Blake	Raleigh CASL Elite	M	2	115			1	1	2003
Steuck, Chad	Raleigh CASL Elite	M	11	922			2	7	2003
Williams, Crawford	Raleigh CASL Elite	GK	14	1273			0	0	2003
Wisdo, Joel	Raleigh CASL Elite		15	1269			11	5	2003
Ahmad, Ashraf	West Virginia Chaos	M	9	500			4	6	2003
Anderhov, Andreas	West Virginia Chaos		7	451		1	6	4	2003
Birkelbach, John	West Virginia Chaos	D/M	15	1198			4	10	2003
Boukhemis, Karim	West Virginia Chaos	M/F	4	256	1		2	5	2003
Bracher, Stuart	West Virginia Chaos	F	14	1240	5	5	32	28	2003
Broyles, Mark	West Virginia Chaos						0	0	2003
Burnworth, John	West Virginia Chaos	D/M	2	112			0	0	2003
Chavolla, Benjamin	West Virginia Chaos	M/F	13	754	2		9	10	2003
Cummons, Brandon	West Virginia Chaos	D	13	760	1		1	10	2003
Dirou, Paul	West Virginia Chaos	D	15	1240			6	16	2003
Freeman, Justin	West Virginia Chaos	D	15	1154			10	15	2003
Harrison, Karry	West Virginia Chaos		10	553			1	1	2003
Jenkins, Ryan	West Virginia Chaos	M/F	14	891	1	2	4	7	2003
Johns, Joseph	West Virginia Chaos		7	300			2	2	2003
Kehoe, Steven	West Virginia Chaos	D	16	1482			4	24	2003
Lockney, Dustin	West Virginia Chaos	M	8	299			0	5	2003
Maddox, Brad	West Virginia Chaos	M/F					0	0	2003
McKinney, Christopher	West Virginia Chaos	GK	12	780			3	0	2003
McKinney, Jeffrey	West Virginia Chaos		15	847			0	5	2003
Mouratidis, Kosmas	West Virginia Chaos	M	13	814	1		5	12	2003
Nebel, Joe	West Virginia Chaos	GK	6	472			0	0	2003
Schubert, Hans	West Virginia Chaos	M	16	1383	1		19	14	2003
Taskas, Carl	West Virginia Chaos	D	5	105	1		1	2	2003
Ward, Evan	West Virginia Chaos	M					0	0	2003
White, John	West Virginia Chaos	D	4	358			1	2	2003
Whittaker, Thomas	West Virginia Chaos	M/F	15	1329	3	1	22	29	2003
Young, Brian	West Virginia Chaos	M	9	632	1	2	5	5	2003
Borel, Kurt	Chesapeake Dragons		9	706	2	3	20	12	2003
Butler, Danny	Chesapeake Dragons	F	2	160			1	0	2003
Carrizales, Marco	Chesapeake Dragons		11	910			10	18	2003
Dello-Russo, Michael	Chesapeake Dragons		1	78			1	1	2003
Dyer, Jon	Chesapeake Dragons		1	11			0	0	2003
Dyer, Justin	Chesapeake Dragons		2	103			0	2	2003
Emanuel, Steven	Chesapeake Dragons		13	735	2		12	15	2003
Gable, Timothy	Chesapeake Dragons		13	965			2	9	2003
Gaul, Justin	Chesapeake Dragons		8	728			0	0	2003
Hale, Samuel	Chesapeake Dragons		10	475	1		9	11	2003
Herrera, Angelo	Chesapeake Dragons						0	0	2003
Hoeck, Stephen	Chesapeake Dragons		3	273			3	11	2003
Hunte, Dia	Chesapeake Dragons		12	924	2	1	19	17	2003
Kelly, Roy	Chesapeake Dragons		13	802			2	5	2003
Lewis, Keston	Chesapeake Dragons		4	168			3	6	2003
Lookingland, Michael	Chesapeake Dragons		12	1009		1	1	5	2003
Mahon, Eric	Chesapeake Dragons		14	976			4	17	2003
Marcantonio, Nino	Chesapeake Dragons		5	386	2	1	10	4	2003
McEachron, Trevor	Chesapeake Dragons		13	1136		1	1	18	2003
McElligott, Derek	Chesapeake Dragons		6	385	3	1	10	3	2003
Mezzadra, Kevin	Chesapeake Dragons		3	265			3	0	2003
Murphy, Mark	Chesapeake Dragons		10	795			0	1	2003
Nastalski, Adam	Chesapeake Dragons		12	790	1		2	13	2003
Parra, Carlos	Chesapeake Dragons		4	306			1	1	2003
Philips, Derek	Chesapeake Dragons		5	399			6	9	2003
Rodway, Ian	Chesapeake Dragons		8	642		1	11	8	2003
Scarfield, Brendon	Chesapeake Dragons		1	40			1	0	2003
Sharifaie, Poya	Chesapeake Dragons		3	93			0	1	2003
Vitagliano, Bryan	Chesapeake Dragons		6	500	2		7	0	2003
Wolcott, Brian	Chesapeake Dragons		9	415	2	1	5	2	2003
Wood, Scott	Chesapeake Dragons		10	515	1		2	1	2003
Bass, Joseph	Richmond Kickers Future	D	2	23			0	0	2003
Butler, Andrew	Richmond Kickers Future	D	5	304			0	6	2003
Cephas, McColm	Richmond Kickers Future	F	12	1007	8	1	47	15	2003
Corrales, Armando	Richmond Kickers Future	M	14	916		2	4	15	2003
Creasman, Bartley	Richmond Kickers Future	GK	4	270			0	0	2003
Davies, Christopher	Richmond Kickers Future	M	11	669			6	12	2003
Delicate, Matthew	Richmond Kickers Future	F	17	1387	15	2	41	9	2003
Depcrynski, Andrew	Richmond Kickers Future	F	6	127			2	2	2003
Djordjevic, Miloward	Richmond Kickers Future	D	4	380			4	8	2003
Douglas, Stephen	Richmond Kickers Future	F	8	239	1	1	10	4	2003
Ferriter, Daniel	Richmond Kickers Future	F	3	57			2	1	2003
Fisher, Micah	Richmond Kickers Future	M	9	241			5	2	2003
Garay-Ortega, Carlos	Richmond Kickers Future	M/F	12	1078	2	1	14	7	2003
Greiner, Cory	Richmond Kickers Future	M	16	1227			6	18	2003
Hare, Jeff	Richmond Kickers Future	D	13	1134	2	1	8	19	2003
Hartman, John	Richmond Kickers Future	D	17	1496		2	11	28	2003
Hignett, Chris	Richmond Kickers Future	M					0	0	2003
Hill, Zane	Richmond Kickers Future	M	7	410	1	1	12	11	2003
Hogan, Timothy	Richmond Kickers Future	GK	4	270			0	0	2003
Knighton, Brad	Richmond Kickers Future	GK					0	0	2003
Kurspahic, Mirza	Richmond Kickers Future	M	14	636	1		8	3	2003
Logan, Michael	Richmond Kickers Future	D/M	7	168		2	1	5	2003
Nall, Justin	Richmond Kickers Future	D	7	292			0	2	2003
Neagu, Christian	Richmond Kickers Future	M/F	16	1468	3	1	17	25	2003
O'Hara, John	Richmond Kickers Future	GK	12	1108			0	0	2003
Pauls, Mathew	Richmond Kickers Future	M	16	1397	6	5	34	14	2003
Swann, Ben	Richmond Kickers Future	D	7	219			0	8	2003
Thelen, Scott	Richmond Kickers Future	M	5	404	1	1	6	10	2003
Vidmar, Joseph	Richmond Kickers Future	D/M	12	965		3	6	10	2003
Wolfe, Steven	Richmond Kickers Future	M/F	3	61		1	0	3	2003
Albert, Graham	Williamsburg Legacy	M	18	1655	4	1	26	19	2003
Brown, Arthur	Williamsburg Legacy	D	17	1458			13	18	2003
Butler, Richard	Williamsburg Legacy	D	4	112		1	1	0	2003
Connelly, John	Williamsburg Legacy	GK	8	593			0	0	2003
Garcia-Dominguez, Carlos	Williamsburg Legacy	F	10	782	6	5	45	19	2003
Hansen, Matthew	Williamsburg Legacy	D	3	64			0	1	2003
Hinkle, Bryan	Williamsburg Legacy	M	17	1485	1		9	11	2003
Howe, Charlie	Williamsburg Legacy	M	10	739			8	5	2003
Kaila, Ian	Williamsburg Legacy	D	11	952			5	13	2003
Madrid, Christopher	Williamsburg Legacy	M	7	159			0	5	2003
Madrid, Justin	Williamsburg Legacy	M	8	149			1	3	2003
Matute, Helmis	Williamsburg Legacy	M	16	1327		4	19	5	2003
Nagle, George	Williamsburg Legacy						0	0	2003
O'Brien, Robert (Bobby)	Williamsburg Legacy	F	16	1124	7	4	35	24	2003
Palmer, Noah	Williamsburg Legacy	GK	13	1077			0	0	2003
Radovanovic, Dusan	Williamsburg Legacy		5	375			2	8	2003
Segares-Gonzalez, Gonzalo	Williamsburg Legacy	D	5	430		1	4	13	2003
Shumate, Brian	Williamsburg Legacy	GK					0	0	2003
Thomas, Brannon	Williamsburg Legacy	F	9	795	3	2	23	8	2003
Ugarte-Palma, Randy	Williamsburg Legacy	M	6	492	1	1	29	13	2003
Umana-Romero, Jose	Williamsburg Legacy	M	17	1509	3	3	12	16	2003
Voss, Clayton	Williamsburg Legacy	M	17	1453	2		23	13	2003
Wendell, Dane	Williamsburg Legacy	D	6	245			2	3	2003
Wright, Robbie	Williamsburg Legacy	D	15	1338	7	2	26	18	2003
Abraham, Rhett	Greenville Lions						0	0	2003
Bilotta, Domenico	Greenville Lions	M	1	69			0	1	2003
Branan, Brett	Greenville Lions	D	14	1188	1	1	6	15	2003
Bringsved, Oskar	Greenville Lions		9	738	1		3	15	2003
Brown, Kyle	Greenville Lions	D/M	3	243		1	3	3	2003
Bruce, Haven	Greenville Lions	F	15	1095	7	2	29	20	2003
Cronin, McNeil	Greenville Lions	D	9	820			2	13	2003
Crotts, Walter Clay	Greenville Lions	M	2	64			0	1	2003
Cutler, Kenny	Greenville Lions	M	10	800	1		3	5	2003
Domenick, Matt	Greenville Lions	D	2	36			0	2	2003
Ferriter, Michael	Greenville Lions	M	5	157			1	5	2003
Gibson, Bradley	Greenville Lions	D/M	16	1443	2	2	19	20	2003
Gilstrap, Richard Hunter	Greenville Lions	GK	6	547			0	0	2003
Grigsby, Joey	Greenville Lions	M	15	1190	2		5	17	2003
Hansell, James	Greenville Lions	F	15	754		1	16	20	2003
Hoch, Scott	Greenville Lions	F	6	475	1	1	7	14	2003
Kato, Hajime,	Greenville Lions	M	14	623			8	7	2003
Lawler, Joseph	Greenville Lions	F	4	360	1		1	6	2003
Lee Yaw, Jerome	Greenville Lions	F	2	180			2	2	2003
Molina-Benito, Andrew	Greenville Lions	F	14	814	3	2	11	25	2003
Moncrief, Brandon	Greenville Lions	D	8	565			2	14	2003
Rafique, Samir	Greenville Lions	F	5	125			1	2	2003
Roberts, Charles	Greenville Lions	F	4	260	1		9	6	2003
Simonson, Chris	Greenville Lions	GK	2	171			0	0	2003
Stovall, Anthony	Greenville Lions	M	12	809	1	1	16	11	2003
Stovall, David	Greenville Lions	M	2	114			0	1	2003
Tucker, Taylor	Greenville Lions	GK	11	873			0	0	2003
Ulrich, Todd	Greenville Lions	D	10	602			1	14	2003
Vacca-Bultrago, Diego	Greenville Lions	D	14	1128			2	25	2003
Valesky, Andrew	Greenville Lions	D	2	20	1		1	1	2003
Wood, Thomas	Greenville Lions	F					0	0	2003
Armington, Nicholas	Cape Cod Crusaders	GK					0	0	2003
Bonomo, Jeremy	Cape Cod Crusaders	D	10	633			1	3	2003
Boudreau, Keith	Cape Cod Crusaders	GK	10	866			0	0	2003
Brillant, Felix	Cape Cod Crusaders	F	9	417	1	1	3	7	2003
Bulow, David	Cape Cod Crusaders	F	18	1321	15	3	53	18	2003
Chase, Paul	Cape Cod Crusaders	D	13	1142	1	2	9	18	2003
Chicco, Nicola	Cape Cod Crusaders	F	3	36	1		2	0	2003
Flakes, Phillip	Cape Cod Crusaders	D	12	927			5	5	2003
Lynch, Eoin	Cape Cod Crusaders	M/F	13	544	3	1	9	4	2003
McNutt, Martin	Cape Cod Crusaders	D	6	443			2	6	2003
Ncube, Thucanil	Cape Cod Crusaders	D/M	12	958		1	6	18	2003
Ndlovu, Methembe	Cape Cod Crusaders	M	11	786		1	3	18	2003
Ngwenya, Joseph	Cape Cod Crusaders	F	13	963	17	2	45	11	2003
O'Reilly, John	Cape Cod Crusaders	D	5	401			1	1	2003
Palguta, Scott	Cape Cod Crusaders	D	15	1336	2	1	7	15	2003
Perkins, Troy	Cape Cod Crusaders	GK	8	760			0	0	2003
Pfeifer, Adam	Cape Cod Crusaders	M/F	18	1312	7	2	27	16	2003
Pilarski, Ian	Cape Cod Crusaders	D	17	1286	2	9	33	8	2003
Quinn, Damien	Cape Cod Crusaders	D/M	10	879	3	2	9	14	2003
Reuter, Steve	Cape Cod Crusaders	M	17	1256	5	1	25	15	2003
Risley, Kenneth	Cape Cod Crusaders	D	4	301			0	2	2003
Sharkey, Lee	Cape Cod Crusaders						0	0	2003
Tornaritis, Anthony	Cape Cod Crusaders	M					0	0	2003
Tornaritis, Nicholas	Cape Cod Crusaders	M	2	66			2	3	2003
Vercollone, Luke	Cape Cod Crusaders	M	18	1609	5	5	25	24	2003
Weber, Andrew	Cape Cod Crusaders	GK	1	34			0	0	2003
Bajek, Gregory	Jersey Falcons		14	1072	2	5	10	5	2003
Bak, Rafal	Jersey Falcons		10	828			1	0	2003
Bodyziak, Majiec	Jersey Falcons	D	3	185			0	3	2003
DeMartini, Matthew	Jersey Falcons	M/F	8	555			3	2	2003
Gorgurewicz, Piotr	Jersey Falcons		13	822			8	8	2003
Gula, Slawomir	Jersey Falcons		10	796	10	2	21	9	2003
Halupka, Krzysztof	Jersey Falcons	D/M	17	1526			6	16	2003
Janiczak, Wojciech	Jersey Falcons						0	0	2003
Levinson, Nikolas	Jersey Falcons		3	270	1		6	1	2003
Matlijoski, Goran	Jersey Falcons		3	199	2		5	0	2003
McGowan, Ryan	Jersey Falcons		8	669	2		5	9	2003
Mustac, Peterias	Jersey Falcons	M/F	10	880	4		19	15	2003
Niziolek, Derik	Jersey Falcons	M/F	11	923	1	2	7	10	2003
Niziolek, Teddy	Jersey Falcons		14	1247	1		9	5	2003
Paluch, Marcin	Jersey Falcons		11	914			0	0	2003
Serafin, Luke	Jersey Falcons	M	3	225			0	1	2003
Stykala, Jaroslaw	Jersey Falcons	D	10	855			0	4	2003
Swenda, Phillip (Phil)	Jersey Falcons	F	11	956	2	1	16	15	2003
Szetela, Gregory	Jersey Falcons	D	6	396			3	8	2003
Szuflita, Tomasz	Jersey Falcons		13	1133			3	15	2003
Welham, Stephen	Jersey Falcons	GK					0	0	2003
Wyciszkiewicz, Zbigniew	Jersey Falcons		1	90			0	4	2003
Wygonik, Tomasz	Jersey Falcons	D	12	944	1		8	10	2003
Zulic, Eldar	Jersey Falcons		17	1464		3	8	9	2003
Annan, Gregg	Jersey Shore Boca	M					0	0	2003
Annan-Tweh, Dan	Jersey Shore Boca	M	8	540	4	2	10	5	2003
Ara, Kevin	Jersey Shore Boca	M	7	538	1	1	19	6	2003
Auckland, Jared	Jersey Shore Boca	F					0	0	2003
Carrozza, John	Jersey Shore Boca		7	511	1		13	10	2003
Cottrell, Andrew	Jersey Shore Boca		8	585			0	3	2003
Curtis, Adam	Jersey Shore Boca	D	9	828			3	13	2003
David, John	Jersey Shore Boca	M	2	164	1		2	1	2003
Davis, Jamie	Jersey Shore Boca	D	2	82			0	1	2003
Decker, Edward	Jersey Shore Boca	D	10	927		1	1	19	2003
Elliot, Christopher	Jersey Shore Boca	D					0	0	2003
Gaven, James	Jersey Shore Boca		8	510			0	4	2003
Gretton, Andrew	Jersey Shore Boca	GK	2	180			0	0	2003
Hayes, Michael	Jersey Shore Boca	F	7	448	2	1	13	2	2003
Howard, Mary Helen	Jersey Shore Boca	D/M					0	0	2003
Kansu, Kemal	Jersey Shore Boca	F	5	243			6	6	2003
Konopka, Chris	Jersey Shore Boca	GK					0	0	2003
Kutney, Jason	Jersey Shore Boca	M	10	798			3	5	2003
Lewis, Jared	Jersey Shore Boca	D	1	90			0	1	2003
Masuhr, Kenneth	Jersey Shore Boca	M	1	45			0	0	2003
Nelson, Jamie	Jersey Shore Boca	F	3	61			0	0	2003
Pardo, Cristian	Jersey Shore Boca	D	1	90			0	1	2003
Poznanski, Thomas	Jersey Shore Boca	M	9	478	3		12	2	2003
Scheer, Richard	Jersey Shore Boca		1	90			0	0	2003
Schneider, Ariel	Jersey Shore Boca	M	10	946	2	1	5	8	2003
Severs, Chad	Jersey Shore Boca	F	4	394	3	1	8	1	2003
Sthay, Adam	Jersey Shore Boca	GK	9	811			0	0	2003
Tripicchio, Gianfranco	Jersey Shore Boca	M	6	523	1	2	6	10	2003
Vasilakis, George	Jersey Shore Boca	GK	1	90			0	0	2003
Vaudreuil, David	Jersey Shore Boca	D	12	1010	1	1	4	9	2003
Woodley, Damien	Jersey Shore Boca	F	11	893	3		12	19	2003
Benson, Mark	Vermont Voltage		5	352			3	11	2003
Bronner, Corey	Vermont Voltage		5	142			2	2	2003
DeZotell, Kyle	Vermont Voltage	M	13	588	2		9	7	2003
Diallo, Thierno	Vermont Voltage		8	529			0	10	2003
Ellsworth, Oliver	Vermont Voltage	M	11	622	1	2	12	11	2003
Handy, Anthony	Vermont Voltage	GK					0	0	2003
Hutchins, Ethan	Vermont Voltage	M	3	108			0	1	2003
Obradovic, Srdjan	Vermont Voltage		8	622		1	5	10	2003
Occean, Olivier	Vermont Voltage	F	17	1545	9	4	44	21	2003
Olivieri, Andrew	Vermont Voltage	GK	15	1421			0	0	2003
Popovic, Milenko	Vermont Voltage	M	10	916	1	5	11	16	2003
Randall, Joseph	Vermont Voltage	D	11	328			0	8	2003
Remey, Kofi	Vermont Voltage	M	17	1453	1		10	7	2003
Riquelme-Gutierrez, Sergio	Vermont Voltage	D	2	46			0	2	2003
Rusten, John	Vermont Voltage	D					0	0	2003
Savaria, Mathieu	Vermont Voltage	D	16	1497		1	0	11	2003
Self, Robert	Vermont Voltage		7	548	1	1	4	17	2003
Simic, Bozidar	Vermont Voltage	D	17	1505	2	6	39	25	2003
Sullivan, David	Vermont Voltage		2	200			0	0	2003
Thompson, Geoff	Vermont Voltage		6	404	1	4	12	5	2003
Tomaro, Paul	Vermont Voltage	D	16	1515			1	13	2003
Vuckovic, Bojan	Vermont Voltage	D	17	1619	17	5	60	33	2003
Vuckovic, Branko	Vermont Voltage	F	14	456	1		9	10	2003
Wagner, Jason	Vermont Voltage	M	12	566			6	5	2003
Zura, Christopher	Vermont Voltage	M	9	763			1	8	2003
Antunes-Silva, Indalecio	Rhode Island Stingrays	M	14	1164	16	4	42	12	2003
Boras, Matthew	Rhode Island Stingrays		1	4			0	0	2003
Brito, Emanuel	Rhode Island Stingrays	M	17	1517	5	3	14	19	2003
Carmona-Hoyas, Giovanni	Rhode Island Stingrays	M	9	280		2	1	4	2003
De Pina-Rodrigues, Nathaniel	Rhode Island Stingrays	D	12	863			0	6	2003
Fernandes, Carlos	Rhode Island Stingrays	F	18	1693	1		4	15	2003
Fernandes, Narciso	Rhode Island Stingrays	F	17	1495	6	5	46	24	2003
Figueiredo, Benjamin	Rhode Island Stingrays	M	9	384			2	12	2003
Fortes, Miguel	Rhode Island Stingrays	D	9	643	2		4	11	2003
Fortes-Lopes, Rui	Rhode Island Stingrays	M	6	498			3	8	2003
Goldman, Matthew	Rhode Island Stingrays	D/M	10	769	1	2	2	4	2003
Lopes, Cory	Rhode Island Stingrays						0	0	2003
Mahoney, Peter	Rhode Island Stingrays	GK	15	1341			0	0	2003
Napolitano, Chris	Rhode Island Stingrays	F	14	1206	11	3	27	12	2003
Newman, Jeffrey	Rhode Island Stingrays	GK	5	400			0	0	2003
Noyes, David	Rhode Island Stingrays	GK					0	0	2003
Pereira, Michael	Rhode Island Stingrays		4	106	1		1	0	2003
Perry, Brian	Rhode Island Stingrays		8	170	1	1	4	1	2003
Petrarca, Anthony	Rhode Island Stingrays		17	1583	7	3	11	11	2003
Romaneiro, Marcos	Rhode Island Stingrays	M/F	13	436	3	4	13	4	2003
Ruddy, Dean	Rhode Island Stingrays						0	0	2003
Teixeira, Valdemar	Rhode Island Stingrays	D/M	18	1614	4	3	14	21	2003
Tobin, Zachary	Rhode Island Stingrays		16	1430		4	4	10	2003
Villasenor, Alonso	Rhode Island Stingrays	M	8	641	1		5	8	2003
Villasenor-Morales, Jose	Rhode Island Stingrays		6	351	1	3	1	3	2003
Ward-Smith, Anthony	Rhode Island Stingrays						0	0	2003
Ward-Smith, David	Rhode Island Stingrays		1	77		1	1	3	2003
Albanese, Tim	Albany Blackwatch Highlanders						0	0	2003
Barnard, Zachary	Albany Blackwatch Highlanders						0	0	2003
Barnes, Devlin	Albany Blackwatch Highlanders		15	1370			0	20	2003
Bennice, Chris	Albany Blackwatch Highlanders		11	520	1	1	3	9	2003
Bochette, Nicholas	Albany Blackwatch Highlanders						0	0	2003
Brooks, Matthew	Albany Blackwatch Highlanders		3	110			0	2	2003
Burns, Colin	Albany Blackwatch Highlanders	GK	9	830			0	0	2003
Cannon, Scott	Albany Blackwatch Highlanders	D	4	380			0	2	2003
Chevalier, Greg	Albany Blackwatch Highlanders		18	1640	9	8	35	11	2003
Chew, Matthew	Albany Blackwatch Highlanders		3	97			1	0	2003
Cooke, Travis	Albany Blackwatch Highlanders		2	19			1	0	2003
Cordeiro, Ryan	Albany Blackwatch Highlanders						0	0	2003
Degnan, Bryan	Albany Blackwatch Highlanders		16	1434	1	1	7	8	2003
Flaherty, Matthew	Albany Blackwatch Highlanders		12	757	2	1	9	2	2003
Freeman, Steve	Albany Blackwatch Highlanders		12	904			0	6	2003
Gersternberger, Paul	Albany Blackwatch Highlanders						0	0	2003
Jones, Matt	Albany Blackwatch Highlanders		13	883		1	3	15	2003
Knoll, Andrew	Albany Blackwatch Highlanders		5	164			0	2	2003
Mabee, Jonathan	Albany Blackwatch Highlanders		10	664	4		10	3	2003
McCallion, Michael	Albany Blackwatch Highlanders		4	225			1	6	2003
Murray, Kenneth	Albany Blackwatch Highlanders		10	850		2	6	9	2003
Popovich, Derek	Albany Blackwatch Highlanders		18	1543	9	1	27	27	2003
Procknal, Steven	Albany Blackwatch Highlanders		17	1506	7	1	22	25	2003
Purcell, Kevin	Albany Blackwatch Highlanders		3	139			1	5	2003
Russell, Kevin	Albany Blackwatch Highlanders		1	90			0	0	2003
Southworth, Nick	Albany Blackwatch Highlanders		18	1353	2	2	18	29	2003
Sullivan, Matthew	Albany Blackwatch Highlanders	GK	9	810			0	0	2003
Utter, Benjamin	Albany Blackwatch Highlanders		1	90			0	2	2003
Vitale, Joseph	Albany Blackwatch Highlanders		3	29			0	0	2003
Wren, Patrick	Albany Blackwatch Highlanders		17	1550	1		6	9	2003
Bastidas, Vincent	South Jersey Barons		2	180	1		4	0	2003
Carvalho-Teixeira, David	South Jersey Barons		8	280			1	1	2003
Devlin, Brian	South Jersey Barons		16	1423	1		15	23	2003
Franks, Jamie	South Jersey Barons	D	2	129	3		3	1	2003
Haggerty, Patrick	South Jersey Barons		17	1550			2	9	2003
Harvey, James	South Jersey Barons	D	7	579			0	4	2003
Heins, Ryan	South Jersey Barons	F	7	289	4	1	10	2	2003
Hertz, Guy	South Jersey Barons	GK	14	1236			0	1	2003
Hickey, Patrick	South Jersey Barons	D/M	4	54			0	0	2003
Holloway, Neil	South Jersey Barons	M	9	621	1		6	5	2003
James, Harvey	South Jersey Barons	D	1	81			0	0	2003
Jenks, Stephen	South Jersey Barons		10	177	1		1	2	2003
Karcz, Christopher	South Jersey Barons	F	11	884	3	2	15	7	2003
Kirk, Wesley	South Jersey Barons		12	1046	5	2	15	7	2003
Kroculick, Stephen	South Jersey Barons		4	145	1		3	2	2003
Landers, Jason	South Jersey Barons		4	224			0	0	2003
Lucas, Matthew	South Jersey Barons	M/F	17	1345		1	2	9	2003
